0.8430089942763695	0.5928446182250184	780
0.8699918233851186	0.052753418399245536	765
0.8585445625511039	0.2250011303551243	763
0.8814390842191333	0.1105746412285539	766
0.8094848732624693	0.9271771715999406	776
0.9092395748160261	0.0	771
0.9116925592804579	8.384613850166958e-05	774
0.919869174161897	0.0	775
0.9100572363041701	0.010580750850897585	772
0.8250204415372036	0.40140707396364184	760
0.9272281275551921	0.0001009122835806356	751
0.830744071954211	0.7470874992920916	772
0.9354047424366312	9.428542092781991e-05	772
0.9190515126737531	5.045373522460929e-05	769
0.9247751430907605	1.6130342930020806e-05	790
0.9133278822567457	1.4406437022440602e-05	772
0.9133278822567457	8.021088946208456e-05	791
0.7825020441537204	0.9997685255965312	788
0.9141455437448897	0.00014402200591845385	782
0.919869174161897	0.0001513356494261542	770
0.9272281275551921	1.5204097733478864e-05	775
0.9174161896974653	5.0673876115237e-06	739
0.919869174161897	2.1861485412832952e-05	746
0.8659035159443991	0.5017293218810975	741
0.8544562551103843	0.833028235743621	751
